txn_id,checkout_dt,item_id,patron_id,checkout_location,loan_policy_days,collection,subject,due_dt,patron_group,risk_profile,renewal_count,return_dt,is_returned,is_late,late_days
T0003993,2025-09-16,I005907,P001099,Main,28,Book,Business,2025-10-14,Undergrad,low,1,2025-10-11,True,False,0.0
T0003994,2025-03-23,I002538,P001025,Main,28,Book,Medicine,2025-04-20,Grad,medium,0,2025-04-18,True,False,0.0
T0003995,2025-09-30,I004984,P001201,Main,7,DVD,STEM,2025-10-07,Undergrad,medium,1,2025-10-06,True,False,0.0
T0003996,2024-06-13,I005752,P002254,Main,7,DVD,Medicine,2024-06-20,Faculty,low,2,2024-06-18,True,False,0.0
T0003997,2025-04-08,I001775,P001768,Main,7,DVD,STEM,2025-04-15,Grad,low,1,2025-04-14,True,False,0.0
T0003998,2024-06-12,I004828,P001490,Main,28,Book,Arts,2024-07-10,Undergrad,low,2,2024-07-07,True,False,0.0
T0003999,2024-07-24,I005754,P002123,Main,7,DVD,HSS,2024-07-31,Grad,low,2,2024-07-28,True,False,0.0
T0004000,2024-03-22,I001906,P002021,Main,28,Book,Arts,2024-04-19,Faculty,low,2,2024-04-16,True,False,0.0
T0004001,2025-09-27,I005047,P002632,Main,28,Book,HSS,2025-10-25,Faculty,low,2,2025-10-22,True,False,0.0
T0004002,2025-08-23,I001212,P001862,Main,28,Book,HSS,2025-09-20,Undergrad,low,1,2025-09-17,True,False,0.0
T0004003,2024-08-09,I000092,P001832,Main,28,Book,Business,2024-09-06,Undergrad,low,1,2024-09-03,True,False,0.0
T0004004,2024-05-08,I004999,P000346,Main,7,DVD,HSS,2024-05-15,Faculty,medium,2,2024-05-15,True,False,0.0
T0004005,2025-08-21,I001329,P001638,Main,28,Book,HSS,2025-09-18,Undergrad,low,0,2025-09-17,True,False,0.0
T0004006,2024-12-07,I003881,P001294,Main,28,Book,STEM,2025-01-04,Undergrad,medium,1,2025-01-04,True,False,0.0
T0004007,2024-09-09,I003748,P000092,Main,28,Book,HSS,2024-10-07,Undergrad,medium,1,2024-10-07,True,False,0.0
T0004008,2025-05-10,I003001,P001826,Main,28,Book,Arts,2025-06-07,Undergrad,low,2,2025-06-06,True,False,0.0
T0004009,2024-10-16,I003739,P002033,Main,28,Book,HSS,2024-11-13,Staff,low,0,2024-11-10,True,False,0.0
T0004010,2025-06-18,I000342,P000593,Main,28,Book,Law,2025-07-16,Undergrad,medium,1,2025-07-15,True,False,0.0
T0004011,2024-05-29,I000815,P000953,Main,7,DVD,STEM,2024-06-05,Grad,low,2,2024-06-02,True,False,0.0
T0004012,2025-02-18,I004662,P002618,Main,28,Book,HSS,2025-03-18,Undergrad,medium,0,2025-03-18,True,False,0.0
T0004013,2025-10-10,I001482,P001485,Main,28,Book,HSS,2025-11-07,Faculty,low,2,2025-11-04,True,False,0.0
T0004014,2025-08-29,I005288,P001758,Main,28,Book,STEM,2025-09-26,Faculty,medium,2,,False,False,0.0
T0004015,2025-11-24,I005797,P002305,Main,28,Book,HSS,2025-12-22,Undergrad,medium,1,2025-12-20,True,False,0.0
T0004016,2024-01-16,I005336,P002918,Main,1,CourseReserve,STEM,2024-01-17,Undergrad,medium,0,2024-01-18,True,True,1.0
T0004017,2025-11-14,I003574,P000116,Main,1,CourseReserve,HSS,2025-11-15,Undergrad,medium,0,2025-11-13,True,False,0.0
T0004018,2024-07-01,I002529,P000583,Main,28,Book,Law,2024-07-29,Faculty,low,2,2024-07-26,True,False,0.0
T0004019,2025-11-25,I001293,P001070,Main,28,Book,HSS,2025-12-23,Grad,low,1,2025-12-20,True,False,0.0
T0004020,2024-07-17,I000485,P001738,Main,28,Book,HSS,2024-08-14,Faculty,low,2,2024-08-11,True,False,0.0
T0004021,2024-05-13,I002631,P000806,Main,28,Book,Law,2024-06-10,Faculty,low,1,2024-06-07,True,False,0.0
T0004022,2025-04-01,I005402,P001691,Main,1,CourseReserve,STEM,2025-04-02,Undergrad,medium,0,2025-04-03,True,True,1.0
T0004023,2025-06-17,I005226,P001403,Main,28,Book,STEM,2025-07-15,Undergrad,low,0,2025-07-12,True,False,0.0
T0004024,2025-12-07,I004568,P000703,Main,28,Book,STEM,2026-01-04,Faculty,low,2,2026-01-01,True,False,0.0
T0004025,2024-08-22,I005880,P001091,Main,28,Book,Medicine,2024-09-19,Undergrad,low,0,2024-09-16,True,False,0.0
T0004026,2024-11-29,I003677,P001298,Main,28,Book,Arts,2024-12-27,Grad,high,2,2025-01-04,True,True,8.0
T0004027,2025-03-16,I003418,P002617,Main,28,Book,HSS,2025-04-13,Undergrad,low,0,2025-04-11,True,False,0.0
T0004028,2025-09-07,I004152,P000642,Main,28,Book,HSS,2025-10-05,Grad,low,1,2025-10-03,True,False,0.0
T0004029,2025-08-10,I004192,P000276,Main,7,DVD,HSS,2025-08-17,Undergrad,low,1,2025-08-16,True,False,0.0
T0004030,2025-11-25,I005672,P000536,Main,28,Book,HSS,2025-12-23,Grad,high,2,2025-12-22,True,False,0.0
T0004031,2025-01-30,I005747,P000906,Main,28,Book,HSS,2025-02-27,Grad,low,2,2025-02-24,True,False,0.0
T0004032,2025-09-05,I003642,P001990,Main,3,Laptop,STEM,2025-09-08,Undergrad,high,1,2025-09-11,True,True,3.0
T0004033,2025-08-24,I000960,P001620,Main,28,Book,Arts,2025-09-21,Undergrad,high,2,2025-09-23,True,True,2.0
T0004034,2024-05-28,I004991,P000089,Main,1,CourseReserve,Law,2024-05-29,Grad,medium,0,2024-05-28,True,False,0.0
T0004035,2024-09-20,I001185,P001410,Main,28,Book,HSS,2024-10-18,Staff,high,1,2024-10-17,True,False,0.0
T0004036,2024-05-22,I002104,P000119,Main,28,Book,HSS,2024-06-19,Faculty,low,2,2024-06-17,True,False,0.0
T0004037,2024-01-31,I005351,P001990,Main,28,Book,STEM,2024-02-28,Undergrad,high,2,2024-02-27,True,False,0.0
T0004038,2025-09-24,I003999,P001147,Main,28,Book,STEM,2025-10-22,Community,medium,0,2025-10-20,True,False,0.0
T0004039,2025-10-28,I005295,P001603,Main,28,Book,HSS,2025-11-25,Undergrad,medium,0,2025-11-22,True,False,0.0
T0004040,2024-11-09,I004500,P002286,Main,28,Book,HSS,2024-12-07,Grad,low,1,2024-12-04,True,False,0.0
T0004041,2024-10-03,I003435,P002793,Main,28,Book,HSS,2024-10-31,Grad,low,0,2024-10-29,True,False,0.0
T0004042,2024-12-12,I003728,P000878,Main,28,Book,HSS,2025-01-09,Grad,low,1,2025-01-08,True,False,0.0
T0004043,2025-04-02,I000454,P002520,Main,3,Laptop,HSS,2025-04-05,Undergrad,low,0,2025-04-02,True,False,0.0
T0004044,2025-12-23,I004748,P002253,Main,28,Book,Medicine,2026-01-20,Undergrad,low,0,2026-01-17,True,False,0.0
T0004045,2025-10-08,I005479,P000133,Main,28,Book,HSS,2025-11-05,Undergrad,high,0,2025-11-05,True,False,0.0
T0004046,2024-04-26,I004542,P001027,Main,28,Book,Law,2024-05-24,Undergrad,medium,0,2024-05-22,True,False,0.0
T0004047,2025-10-12,I005064,P001983,Main,28,Book,Business,2025-11-09,Undergrad,high,2,2025-11-11,True,True,2.0
T0004048,2024-12-21,I004807,P002434,Main,28,Book,HSS,2025-01-18,Staff,low,0,2025-01-15,True,False,0.0
T0004049,2025-08-25,I002803,P002752,Main,1,CourseReserve,STEM,2025-08-26,Undergrad,low,0,2025-08-25,True,False,0.0
T0004050,2025-09-21,I002363,P001074,Main,28,Book,HSS,2025-10-19,Grad,medium,2,2025-10-19,True,False,0.0
T0004051,2024-10-12,I004938,P002221,Main,28,Book,HSS,2024-11-09,Grad,low,0,2024-11-06,True,False,0.0
T0004052,2024-01-21,I003800,P000492,Main,28,Book,Arts,2024-02-18,Undergrad,low,1,2024-02-16,True,False,0.0
T0004053,2024-10-03,I002428,P001687,Main,1,CourseReserve,Arts,2024-10-04,Grad,low,0,2024-10-01,True,False,0.0
T0004054,2024-01-22,I005666,P001489,Main,7,DVD,STEM,2024-01-29,Undergrad,high,1,2024-01-31,True,True,2.0
T0004055,2025-01-10,I005347,P000151,Main,28,Book,Arts,2025-02-07,Undergrad,medium,1,2025-02-04,True,False,0.0
T0004056,2025-11-28,I000399,P002933,Main,28,Book,STEM,2025-12-26,Grad,medium,2,2025-12-28,True,True,2.0
T0004057,2025-10-17,I005046,P000743,Main,28,Book,Business,2025-11-14,Undergrad,high,0,2025-11-17,True,True,3.0
T0004058,2024-10-15,I005184,P001003,Main,1,CourseReserve,STEM,2024-10-16,Community,low,0,2024-10-14,True,False,0.0
T0004059,2025-07-20,I001289,P000013,Main,28,Book,Arts,2025-08-17,Staff,high,0,2025-08-19,True,True,2.0
T0004060,2025-06-21,I005428,P001871,Main,28,Book,Law,2025-07-19,Faculty,medium,1,2025-07-18,True,False,0.0
T0004061,2025-02-25,I002761,P000583,Main,28,Book,HSS,2025-03-25,Faculty,low,2,2025-03-22,True,False,0.0
T0004062,2025-05-26,I000480,P000494,Main,28,Book,HSS,2025-06-23,Undergrad,low,0,2025-06-21,True,False,0.0
T0004063,2025-10-29,I000816,P002980,Main,28,Book,HSS,2025-11-26,Faculty,medium,0,2025-11-25,True,False,0.0
T0004064,2024-08-09,I002801,P002721,Main,7,DVD,Business,2024-08-16,Grad,high,2,2024-08-16,True,False,0.0
T0004065,2024-05-05,I005907,P000064,Main,28,Book,Business,2024-06-02,Grad,low,2,2024-05-30,True,False,0.0
T0004066,2024-09-05,I003675,P002072,Main,28,Book,STEM,2024-10-03,Undergrad,medium,1,2024-10-01,True,False,0.0
T0004067,2025-03-20,I005688,P000782,Main,3,Laptop,Business,2025-03-23,Staff,medium,0,2025-03-22,True,False,0.0
T0004068,2024-12-20,I003659,P000841,Main,28,Book,Law,2025-01-17,Staff,medium,1,2025-01-18,True,True,1.0
T0004069,2025-05-03,I005334,P001917,Main,28,Book,Business,2025-05-31,Faculty,low,2,2025-05-29,True,False,0.0
T0004070,2024-11-25,I000590,P002061,Main,28,Book,Business,2024-12-23,Faculty,low,2,2024-12-21,True,False,0.0
T0004071,2025-04-18,I004502,P002568,Main,28,Book,HSS,2025-05-16,Staff,medium,0,,False,False,0.0
T0004072,2024-03-04,I004358,P002531,Main,28,Book,STEM,2024-04-01,Grad,medium,2,2024-03-30,True,False,0.0
T0004073,2024-11-18,I003290,P000797,Main,28,Book,HSS,2024-12-16,Faculty,low,2,2024-12-15,True,False,0.0
T0004074,2025-04-14,I004076,P000822,Main,28,Book,HSS,2025-05-12,Grad,medium,0,2025-05-15,True,True,3.0
T0004075,2024-08-16,I005315,P001058,Main,28,Book,Arts,2024-09-13,Undergrad,high,1,2024-09-13,True,False,0.0
T0004076,2024-09-06,I004866,P001304,Main,28,Book,Arts,2024-10-04,Faculty,low,2,2024-10-02,True,False,0.0
T0004077,2024-01-15,I003957,P001125,Main,1,CourseReserve,Business,2024-01-16,Undergrad,low,0,2024-01-14,True,False,0.0
T0004078,2025-08-13,I002979,P000361,Main,28,Book,Law,2025-09-10,Faculty,medium,1,2025-09-11,True,True,1.0
T0004079,2024-12-22,I001996,P001163,Main,28,Book,HSS,2025-01-19,Grad,medium,0,2025-01-17,True,False,0.0
T0004080,2024-04-29,I000644,P002468,Main,28,Book,Medicine,2024-05-27,Staff,low,1,2024-05-24,True,False,0.0
T0004081,2025-04-03,I000606,P001400,Main,28,Book,HSS,2025-05-01,Undergrad,high,0,2025-05-01,True,False,0.0
T0004082,2024-03-26,I004622,P001243,Main,28,Book,HSS,2024-04-23,Undergrad,low,0,2024-04-21,True,False,0.0
T0004083,2024-12-08,I001504,P000197,Main,28,Book,HSS,2025-01-05,Faculty,medium,2,2025-01-03,True,False,0.0
T0004084,2024-04-06,I001265,P000311,Main,28,Book,Business,2024-05-04,Grad,high,2,2024-05-08,True,True,4.0
T0004085,2025-05-06,I003487,P000858,Main,28,Book,HSS,2025-06-03,Grad,low,2,2025-06-01,True,False,0.0
T0004086,2024-05-15,I001857,P000677,Main,28,Book,STEM,2024-06-12,Undergrad,low,0,2024-06-09,True,False,0.0
T0004087,2025-12-01,I001253,P000565,Main,28,Book,HSS,2025-12-29,Undergrad,low,1,2025-12-27,True,False,0.0
T0004088,2025-03-14,I003541,P000953,Main,28,Book,HSS,2025-04-11,Grad,low,1,2025-04-08,True,False,0.0
T0004089,2024-01-16,I003245,P000882,Main,28,Book,STEM,2024-02-13,Faculty,low,2,2024-02-10,True,False,0.0
T0004090,2024-11-08,I000967,P001151,Main,28,Book,Medicine,2024-12-06,Undergrad,high,1,2024-12-06,True,False,0.0
T0004091,2024-04-24,I005714,P000334,Main,1,CourseReserve,STEM,2024-04-25,Community,medium,0,2024-04-24,True,False,0.0
T0004092,2025-03-16,I004437,P000610,Main,28,Book,HSS,2025-04-13,Staff,medium,0,2025-04-10,True,False,0.0
T0004093,2025-07-29,I000750,P001993,Main,28,Book,STEM,2025-08-26,Undergrad,low,2,2025-08-23,True,False,0.0
T0004094,2024-08-27,I004936,P000489,Main,28,Book,HSS,2024-09-24,Undergrad,low,1,2024-09-22,True,False,0.0
T0004095,2025-05-06,I001978,P002682,Main,28,Book,Business,2025-06-03,Undergrad,medium,1,2025-06-03,True,False,0.0
T0004096,2025-10-08,I000458,P002255,Main,28,Book,STEM,2025-11-05,Faculty,medium,2,2025-11-05,True,False,0.0
T0004097,2025-10-30,I004344,P001634,Main,7,DVD,Law,2025-11-06,Grad,low,2,2025-11-04,True,False,0.0
T0004098,2024-03-28,I004039,P002233,Main,28,Book,STEM,2024-04-25,Undergrad,medium,1,2024-04-22,True,False,0.0
T0004099,2024-09-27,I002987,P001075,Main,28,Book,STEM,2024-10-25,Community,medium,1,2024-10-23,True,False,0.0
T0004100,2024-08-04,I005446,P001544,Main,28,Book,Medicine,2024-09-01,Staff,low,1,2024-08-29,True,False,0.0
T0004101,2025-02-19,I003293,P001574,Main,28,Book,STEM,2025-03-19,Grad,medium,1,2025-03-19,True,False,0.0
T0004102,2025-09-02,I002276,P002337,Main,28,Book,Business,2025-09-30,Grad,low,0,2025-09-27,True,False,0.0
T0004103,2025-04-13,I001138,P002651,Main,28,Book,Law,2025-05-11,Undergrad,low,0,2025-05-08,True,False,0.0
T0004104,2025-12-20,I001583,P001730,Main,28,Book,HSS,2026-01-17,Undergrad,low,1,2026-01-14,True,False,0.0
T0004105,2024-01-29,I000911,P001721,Main,28,Book,STEM,2024-02-26,Undergrad,low,0,2024-02-25,True,False,0.0
T0004106,2024-05-22,I003021,P002140,Main,28,Book,HSS,2024-06-19,Grad,medium,0,2024-06-16,True,False,0.0
T0004107,2025-09-25,I000996,P001965,Main,28,Book,STEM,2025-10-23,Faculty,medium,2,2025-10-21,True,False,0.0
T0004108,2024-10-21,I001868,P000868,Main,28,Book,STEM,2024-11-18,Undergrad,high,0,2024-11-19,True,True,1.0
T0004109,2025-08-08,I004617,P001510,Main,7,DVD,Arts,2025-08-15,Grad,low,1,2025-08-13,True,False,0.0
T0004110,2025-12-13,I003975,P000621,Main,28,Book,STEM,2026-01-10,Grad,low,1,2026-01-09,True,False,0.0
T0004111,2025-03-06,I002125,P002311,Main,1,CourseReserve,HSS,2025-03-07,Undergrad,medium,0,2025-03-09,True,True,2.0
T0004112,2025-04-29,I002641,P002097,Main,28,Book,Business,2025-05-27,Grad,medium,2,2025-05-28,True,True,1.0
T0004113,2024-10-16,I004778,P002215,Main,28,Book,Business,2024-11-13,Undergrad,medium,0,2024-11-12,True,False,0.0
T0004114,2025-10-26,I002757,P001155,Main,28,Book,HSS,2025-11-23,Undergrad,medium,1,,False,False,0.0
T0004115,2025-05-02,I000262,P000948,Main,1,CourseReserve,Medicine,2025-05-03,Undergrad,medium,0,2025-05-04,True,True,1.0
T0004116,2025-03-15,I004776,P001288,Main,7,DVD,HSS,2025-03-22,Undergrad,medium,0,2025-03-20,True,False,0.0
T0004117,2024-01-20,I002715,P002632,Main,28,Book,Medicine,2024-02-17,Faculty,low,2,2024-02-15,True,False,0.0
T0004118,2024-12-27,I001864,P001842,Main,28,Book,Law,2025-01-24,Undergrad,medium,0,2025-01-21,True,False,0.0
T0004119,2025-12-28,I003969,P001291,Main,28,Book,Business,2026-01-25,Grad,low,1,2026-01-23,True,False,0.0
T0004120,2024-11-28,I001665,P000686,Main,1,CourseReserve,STEM,2024-11-29,Staff,medium,0,2024-11-26,True,False,0.0
T0004121,2025-12-03,I001038,P001373,Main,28,Book,STEM,2025-12-31,Undergrad,low,2,2025-12-29,True,False,0.0
T0004122,2025-12-19,I001145,P002210,Main,28,Book,Arts,2026-01-16,Undergrad,medium,1,2026-01-14,True,False,0.0
T0004123,2025-04-15,I003989,P001210,Main,28,Book,HSS,2025-05-13,Staff,low,1,2025-05-10,True,False,0.0
T0004124,2024-08-22,I001715,P002786,Main,28,Book,HSS,2024-09-19,Faculty,low,2,2024-09-17,True,False,0.0
T0004125,2024-05-19,I005431,P000508,Main,28,Book,HSS,2024-06-16,Community,low,0,2024-06-16,True,False,0.0
T0004126,2025-02-02,I005230,P002508,Main,28,Book,STEM,2025-03-02,Undergrad,medium,2,2025-02-28,True,False,0.0
T0004127,2024-03-16,I002620,P000734,Main,28,Book,HSS,2024-04-13,Undergrad,low,2,2024-04-11,True,False,0.0
T0004128,2025-01-04,I002322,P000862,Main,28,Book,Law,2025-02-01,Community,high,2,2025-02-03,True,True,2.0
T0004129,2025-04-23,I001868,P001925,Main,28,Book,STEM,2025-05-21,Grad,low,1,2025-05-20,True,False,0.0
T0004130,2024-11-21,I002147,P001049,Main,28,Book,HSS,2024-12-19,Community,medium,0,2024-12-17,True,False,0.0
T0004131,2024-04-17,I001958,P000939,Main,28,Book,Medicine,2024-05-15,Undergrad,low,0,2024-05-14,True,False,0.0
T0004132,2025-08-26,I002432,P001449,Main,7,DVD,STEM,2025-09-02,Faculty,high,2,2025-09-07,True,True,5.0
T0004133,2025-01-29,I005540,P002585,Main,28,Book,Law,2025-02-26,Faculty,low,2,2025-02-23,True,False,0.0
T0004134,2024-08-02,I005888,P002931,Main,3,Laptop,HSS,2024-08-05,Undergrad,medium,1,2024-08-03,True,False,0.0
T0004135,2024-01-12,I003943,P000772,Main,28,Book,HSS,2024-02-09,Grad,low,0,2024-02-07,True,False,0.0
T0004136,2025-02-01,I000495,P001368,Main,28,Book,Arts,2025-03-01,Staff,low,0,2025-02-26,True,False,0.0
T0004137,2025-07-31,I003358,P001805,Main,28,Book,HSS,2025-08-28,Faculty,medium,2,2025-08-27,True,False,0.0
T0004138,2024-10-03,I001832,P002263,Main,28,Book,STEM,2024-10-31,Undergrad,medium,0,2024-10-30,True,False,0.0
T0004139,2025-04-25,I004136,P001745,Main,28,Book,HSS,2025-05-23,Undergrad,low,0,2025-05-22,True,False,0.0
T0004140,2025-08-19,I005675,P002623,Main,1,CourseReserve,HSS,2025-08-20,Undergrad,high,0,2025-08-20,True,False,0.0
T0004141,2024-12-11,I005468,P000734,Main,7,DVD,Law,2024-12-18,Undergrad,low,1,2024-12-16,True,False,0.0
T0004142,2024-08-02,I004036,P001476,Main,1,CourseReserve,STEM,2024-08-03,Undergrad,low,0,2024-08-02,True,False,0.0
T0004143,2024-11-04,I001027,P002211,Main,7,DVD,HSS,2024-11-11,Undergrad,medium,1,2024-11-11,True,False,0.0
T0004144,2025-07-25,I005203,P001621,Main,28,Book,STEM,2025-08-22,Undergrad,medium,1,2025-08-26,True,True,4.0
T0004145,2024-06-07,I001171,P002815,Main,28,Book,STEM,2024-07-05,Grad,medium,1,2024-07-03,True,False,0.0
T0004146,2024-07-17,I001477,P002478,Main,7,DVD,Law,2024-07-24,Community,medium,0,2024-07-22,True,False,0.0
T0004147,2024-09-30,I004972,P002615,Main,3,Laptop,Arts,2024-10-03,Grad,medium,1,2024-10-02,True,False,0.0
T0004148,2025-04-01,I003807,P000319,Main,28,Book,Business,2025-04-29,Undergrad,medium,1,2025-04-29,True,False,0.0
T0004149,2024-07-01,I005401,P001017,Main,28,Book,HSS,2024-07-29,Staff,high,1,2024-08-01,True,True,3.0
T0004150,2024-12-28,I002801,P000382,Main,7,DVD,Business,2025-01-04,Grad,low,1,2025-01-05,True,True,1.0
T0004151,2025-04-07,I005853,P001271,Main,7,DVD,Medicine,2025-04-14,Undergrad,low,0,2025-04-11,True,False,0.0
T0004152,2025-01-16,I003857,P002593,Main,28,Book,HSS,2025-02-13,Faculty,low,2,2025-02-10,True,False,0.0
T0004153,2024-01-05,I005525,P001086,Main,28,Book,STEM,2024-02-02,Undergrad,medium,0,2024-02-03,True,True,1.0
T0004154,2024-12-31,I004546,P002695,Main,7,DVD,STEM,2025-01-07,Undergrad,low,0,2025-01-04,True,False,0.0
T0004155,2024-09-27,I005676,P001124,Main,28,Book,HSS,2024-10-25,Grad,low,0,2024-10-22,True,False,0.0
T0004156,2024-02-02,I000908,P002219,Main,28,Book,Business,2024-03-01,Undergrad,medium,0,2024-02-29,True,False,0.0
T0004157,2025-11-06,I002230,P002724,Main,28,Book,STEM,2025-12-04,Undergrad,medium,1,2025-12-02,True,False,0.0
T0004158,2025-04-17,I005379,P001785,Main,7,DVD,HSS,2025-04-24,Undergrad,low,0,2025-04-23,True,False,0.0
T0004159,2025-11-05,I000877,P001961,Main,28,Book,HSS,2025-12-03,Undergrad,medium,0,2025-12-01,True,False,0.0
T0004160,2024-08-25,I001339,P001386,Main,28,Book,Law,2024-09-22,Undergrad,low,0,2024-09-24,True,True,2.0
T0004161,2025-11-12,I003007,P001429,Main,3,Laptop,HSS,2025-11-15,Undergrad,low,0,2025-11-12,True,False,0.0
T0004162,2024-11-23,I000320,P001958,Main,28,Book,HSS,2024-12-21,Undergrad,low,2,2024-12-20,True,False,0.0
T0004163,2024-09-06,I002141,P000246,Main,7,DVD,HSS,2024-09-13,Undergrad,low,0,2024-09-10,True,False,0.0
T0004164,2025-09-18,I005876,P001024,Main,28,Book,Arts,2025-10-16,Grad,low,1,2025-10-14,True,False,0.0
T0004165,2024-02-01,I000886,P002882,Main,28,Book,Arts,2024-02-29,Undergrad,medium,1,2024-02-26,True,False,0.0
T0004166,2025-06-22,I003931,P001321,Main,1,CourseReserve,Business,2025-06-23,Grad,medium,0,2025-06-20,True,False,0.0
T0004167,2025-10-03,I005941,P002869,Main,28,Book,HSS,2025-10-31,Undergrad,low,0,2025-10-30,True,False,0.0
T0004168,2025-10-08,I001786,P001512,Main,3,Laptop,STEM,2025-10-11,Community,low,0,2025-10-08,True,False,0.0
T0004169,2024-01-23,I000879,P002975,Main,28,Book,Business,2024-02-20,Undergrad,low,2,2024-02-17,True,False,0.0
T0004170,2025-10-15,I004847,P000699,Main,1,CourseReserve,STEM,2025-10-16,Staff,medium,0,2025-10-16,True,False,0.0
T0004171,2025-06-04,I003042,P001499,Main,1,CourseReserve,HSS,2025-06-05,Undergrad,low,0,2025-06-02,True,False,0.0
T0004172,2025-09-21,I001040,P000597,Main,28,Book,Law,2025-10-19,Grad,low,1,2025-10-17,True,False,0.0
T0004173,2025-04-30,I002661,P002394,Main,28,Book,STEM,2025-05-28,Grad,medium,2,2025-05-27,True,False,0.0
T0004174,2025-07-11,I003387,P000917,Main,28,Book,Arts,2025-08-08,Undergrad,low,1,2025-08-05,True,False,0.0
T0004175,2025-03-25,I004626,P000368,Main,28,Book,Law,2025-04-22,Undergrad,low,2,2025-04-20,True,False,0.0
T0004176,2024-12-12,I004881,P001796,Main,28,Book,STEM,2025-01-09,Staff,low,0,2025-01-07,True,False,0.0
T0004177,2025-11-15,I002759,P002825,Main,28,Book,HSS,2025-12-13,Undergrad,low,0,2025-12-11,True,False,0.0
T0004178,2024-03-20,I003749,P001971,Main,28,Book,HSS,2024-04-17,Undergrad,low,0,2024-04-15,True,False,0.0
T0004179,2024-02-15,I005161,P002488,Main,28,Book,HSS,2024-03-14,Faculty,low,2,,False,False,0.0
T0004180,2025-04-28,I003170,P000954,Main,28,Book,HSS,2025-05-26,Undergrad,low,2,2025-05-23,True,False,0.0
T0004181,2025-05-04,I005624,P000703,Main,28,Book,HSS,2025-06-01,Faculty,low,2,2025-05-29,True,False,0.0
T0004182,2025-09-18,I000638,P002151,Main,28,Book,STEM,2025-10-16,Grad,low,1,2025-10-15,True,False,0.0
T0004183,2025-04-16,I002581,P000547,Main,28,Book,HSS,2025-05-14,Grad,medium,1,2025-05-11,True,False,0.0
T0004184,2024-03-03,I005053,P001105,Main,28,Book,Law,2024-03-31,Grad,medium,2,2024-03-29,True,False,0.0
T0004185,2025-10-13,I002567,P001347,Main,28,Book,Arts,2025-11-10,Grad,low,1,2025-11-09,True,False,0.0
T0004186,2024-03-11,I005508,P000804,Main,28,Book,HSS,2024-04-08,Undergrad,low,0,2024-04-06,True,False,0.0
T0004187,2024-11-28,I000542,P002596,Main,28,Book,Business,2024-12-26,Faculty,medium,2,2024-12-26,True,False,0.0
T0004188,2025-04-03,I004918,P002870,Main,28,Book,STEM,2025-05-01,Undergrad,low,0,2025-04-30,True,False,0.0
T0004189,2025-04-05,I005963,P000697,Main,28,Book,HSS,2025-05-03,Undergrad,medium,0,,False,False,0.0
T0004190,2024-11-27,I002073,P002085,Main,28,Book,Business,2024-12-25,Undergrad,medium,0,,False,False,0.0
T0004191,2024-09-11,I002315,P002639,Main,1,CourseReserve,STEM,2024-09-12,Grad,low,0,2024-09-09,True,False,0.0
T0004192,2024-08-22,I003530,P001328,Main,28,Book,Arts,2024-09-19,Undergrad,low,1,2024-09-16,True,False,0.0
T0004193,2025-12-14,I005444,P001873,Main,1,CourseReserve,STEM,2025-12-15,Grad,low,0,2025-12-12,True,False,0.0
T0004194,2024-09-17,I005638,P001718,Main,7,DVD,Law,2024-09-24,Faculty,low,2,2024-09-21,True,False,0.0
T0004195,2025-02-27,I002976,P002311,Main,28,Book,STEM,2025-03-27,Undergrad,medium,1,2025-03-25,True,False,0.0
T0004196,2025-02-25,I004732,P000772,Main,28,Book,Medicine,2025-03-25,Grad,low,0,2025-03-23,True,False,0.0
T0004197,2025-02-20,I002308,P001134,Main,28,Book,STEM,2025-03-20,Undergrad,low,1,2025-03-19,True,False,0.0
T0004198,2025-03-28,I005257,P002171,Main,28,Book,HSS,2025-04-25,Faculty,low,2,2025-04-22,True,False,0.0
T0004199,2024-07-25,I002859,P001615,Main,28,Book,STEM,2024-08-22,Undergrad,medium,0,2024-08-22,True,False,0.0
T0004200,2024-09-16,I002160,P002322,Main,28,Book,Business,2024-10-14,Undergrad,low,1,2024-10-11,True,False,0.0
T0004201,2024-02-20,I001418,P000702,Main,28,Book,HSS,2024-03-19,Undergrad,low,1,2024-03-16,True,False,0.0
T0004202,2025-02-20,I004416,P002967,Main,28,Book,Business,2025-03-20,Undergrad,medium,0,2025-03-17,True,False,0.0
T0004203,2024-06-29,I000177,P000190,Main,28,Book,STEM,2024-07-27,Undergrad,medium,1,2024-07-27,True,False,0.0
T0004204,2024-05-02,I000370,P000911,Main,28,Book,Medicine,2024-05-30,Grad,high,1,2024-06-04,True,True,5.0
T0004205,2025-09-13,I004109,P000439,Main,3,Laptop,HSS,2025-09-16,Undergrad,medium,2,,False,False,0.0
T0004206,2025-02-28,I004917,P001911,Main,28,Book,HSS,2025-03-28,Staff,high,0,2025-03-28,True,False,0.0
T0004207,2025-02-11,I004012,P002770,Main,28,Book,Business,2025-03-11,Undergrad,medium,2,2025-03-10,True,False,0.0
T0004208,2024-04-21,I001590,P002938,Main,28,Book,HSS,2024-05-19,Faculty,low,2,2024-05-16,True,False,0.0
T0004209,2024-11-25,I003537,P002212,Main,28,Book,Law,2024-12-23,Community,low,0,2024-12-20,True,False,0.0
T0004210,2025-02-08,I005390,P002842,Main,7,DVD,STEM,2025-02-15,Undergrad,low,0,2025-02-12,True,False,0.0
