item_id,collection,subject,loan_policy_days,home_location
I000851,Book,HSS,28,Main
I000852,Book,Arts,28,Main
I000853,Book,Medicine,28,Main
I000854,Laptop,Business,3,Main
I000855,Book,HSS,28,Main
I000856,Book,HSS,28,Main
I000857,Book,Law,28,Main
I000858,Book,HSS,28,Main
I000859,Book,Medicine,28,Main
I000860,Book,Law,28,Main
I000861,Book,HSS,28,Main
I000862,Book,Medicine,28,Main
I000863,Book,Arts,28,Main
I000864,Book,HSS,28,Main
I000865,Book,STEM,28,Main
I000866,Book,HSS,28,Main
I000867,Book,STEM,28,Main
I000868,Book,HSS,28,Main
I000869,DVD,STEM,7,Main
I000870,CourseReserve,Arts,1,Main
I000871,Book,STEM,28,Main
I000872,Book,HSS,28,Main
I000873,Book,Law,28,Main
I000874,Book,STEM,28,Main
I000875,Book,Medicine,28,Main
I000876,Book,STEM,28,Main
I000877,Book,HSS,28,Main
I000878,Book,HSS,28,Main
I000879,Book,Business,28,Main
I000880,Book,HSS,28,Main
I000881,Book,Business,28,Main
I000882,Book,HSS,28,Main
I000883,Book,HSS,28,Main
I000884,Book,STEM,28,Main
I000885,DVD,Arts,7,Main
I000886,Book,Arts,28,Main
I000887,Book,HSS,28,Main
I000888,Book,STEM,28,Main
I000889,Book,HSS,28,Main
I000890,Book,STEM,28,Main
I000891,Book,STEM,28,Main
I000892,DVD,Medicine,7,Main
I000893,DVD,Arts,7,Main
I000894,Book,STEM,28,Main
I000895,Book,STEM,28,Main
I000896,Book,Medicine,28,Main
I000897,Book,Business,28,Main
I000898,Laptop,HSS,3,Main
I000899,Book,HSS,28,Main
I000900,Book,STEM,28,Main
I000901,Book,HSS,28,Main
I000902,Book,HSS,28,Main
I000903,Book,HSS,28,Main
I000904,Book,Law,28,Main
I000905,Book,HSS,28,Main
I000906,Laptop,HSS,3,Main
I000907,DVD,HSS,7,Main
I000908,Book,Business,28,Main
I000909,Book,Medicine,28,Main
I000910,Book,STEM,28,Main
I000911,Book,STEM,28,Main
I000912,Book,Arts,28,Main
I000913,Book,HSS,28,Main
I000914,Book,HSS,28,Main
I000915,Book,HSS,28,Main
I000916,Book,HSS,28,Main
I000917,Book,STEM,28,Main
I000918,CourseReserve,Arts,1,Main
I000919,Book,Law,28,Main
I000920,Book,STEM,28,Main
I000921,DVD,Arts,7,Main
I000922,Book,HSS,28,Main
I000923,Laptop,HSS,3,Main
I000924,DVD,STEM,7,Main
I000925,Book,Law,28,Main
I000926,Book,HSS,28,Main
I000927,Book,STEM,28,Main
I000928,Book,Law,28,Main
I000929,Book,Law,28,Main
I000930,Book,Law,28,Main
I000931,Book,HSS,28,Main
I000932,DVD,HSS,7,Main
I000933,CourseReserve,STEM,1,Main
I000934,Book,HSS,28,Main
I000935,Book,Arts,28,Main
I000936,Book,STEM,28,Main
I000937,Book,HSS,28,Main
I000938,Laptop,Business,3,Main
I000939,Book,STEM,28,Main
I000940,Book,HSS,28,Main
I000941,Book,Business,28,Main
I000942,Book,Medicine,28,Main
I000943,Book,Law,28,Main
I000944,DVD,HSS,7,Main
I000945,Book,STEM,28,Main
I000946,Book,Business,28,Main
I000947,Book,HSS,28,Main
I000948,Laptop,HSS,3,Main
I000949,DVD,Medicine,7,Main
I000950,Book,HSS,28,Main
I000951,Book,Business,28,Main
I000952,Book,STEM,28,Main
I000953,Book,STEM,28,Main
I000954,Laptop,HSS,3,Main
I000955,Book,Business,28,Main
I000956,Book,STEM,28,Main
I000957,Book,STEM,28,Main
I000958,Book,Law,28,Main
I000959,Book,Law,28,Main
I000960,Book,Arts,28,Main
I000961,Book,STEM,28,Main
I000962,Book,STEM,28,Main
I000963,Book,Arts,28,Main
I000964,Book,Law,28,Main
I000965,Book,HSS,28,Main
I000966,Book,HSS,28,Main
I000967,Book,Medicine,28,Main
I000968,Book,STEM,28,Main
I000969,Book,Law,28,Main
I000970,Book,STEM,28,Main
I000971,Book,HSS,28,Main
I000972,CourseReserve,STEM,1,Main
I000973,Book,HSS,28,Main
I000974,Book,STEM,28,Main
I000975,Book,STEM,28,Main
I000976,Book,STEM,28,Main
I000977,Book,Business,28,Main
I000978,Book,Business,28,Main
I000979,Book,Business,28,Main
I000980,Book,HSS,28,Main
I000981,Book,HSS,28,Main
I000982,Book,STEM,28,Main
I000983,Book,Arts,28,Main
I000984,Book,Medicine,28,Main
I000985,Book,Medicine,28,Main
I000986,Book,HSS,28,Main
I000987,Book,STEM,28,Main
I000988,Book,STEM,28,Main
I000989,Book,HSS,28,Main
I000990,DVD,HSS,7,Main
I000991,DVD,Arts,7,Main
I000992,Book,HSS,28,Main
I000993,Book,HSS,28,Main
I000994,Book,HSS,28,Main
I000995,Book,Arts,28,Main
I000996,Book,STEM,28,Main
I000997,Laptop,Law,3,Main
I000998,Book,Arts,28,Main
I000999,CourseReserve,STEM,1,Main
I001000,Book,Law,28,Main
I001001,Book,HSS,28,Main
I001002,Book,HSS,28,Main
I001003,DVD,Medicine,7,Main
I001004,Book,Business,28,Main
I001005,DVD,STEM,7,Main
I001006,Book,STEM,28,Main
I001007,Book,STEM,28,Main
I001008,DVD,HSS,7,Main
I001009,Book,HSS,28,Main
I001010,Book,HSS,28,Main
I001011,Book,HSS,28,Main
I001012,CourseReserve,Business,1,Main
I001013,CourseReserve,HSS,1,Main
I001014,Book,HSS,28,Main
I001015,Book,STEM,28,Main
I001016,CourseReserve,Medicine,1,Main
I001017,Book,HSS,28,Main
I001018,Book,HSS,28,Main
I001019,Laptop,STEM,3,Main
I001020,Book,Business,28,Main
I001021,Book,STEM,28,Main
I001022,Book,Business,28,Main
I001023,CourseReserve,Arts,1,Main
I001024,CourseReserve,Business,1,Main
I001025,CourseReserve,STEM,1,Main
I001026,Book,STEM,28,Main
I001027,DVD,HSS,7,Main
I001028,DVD,Arts,7,Main
I001029,Book,STEM,28,Main
I001030,DVD,HSS,7,Main
I001031,Book,Law,28,Main
I001032,Book,HSS,28,Main
I001033,Book,STEM,28,Main
I001034,Book,STEM,28,Main
I001035,Book,STEM,28,Main
I001036,Book,Medicine,28,Main
I001037,Book,HSS,28,Main
I001038,Book,STEM,28,Main
I001039,Book,STEM,28,Main
I001040,Book,Law,28,Main
I001041,Book,Business,28,Main
I001042,DVD,STEM,7,Main
I001043,Book,Law,28,Main
I001044,Book,HSS,28,Main
I001045,Laptop,Arts,3,Main
I001046,Book,STEM,28,Main
I001047,Book,Business,28,Main
I001048,Book,HSS,28,Main
I001049,DVD,HSS,7,Main
I001050,Book,STEM,28,Main
I001051,DVD,Medicine,7,Main
I001052,Book,STEM,28,Main
I001053,CourseReserve,Arts,1,Main
I001054,DVD,STEM,7,Main
I001055,CourseReserve,STEM,1,Main
I001056,Book,HSS,28,Main
I001057,Book,Business,28,Main
I001058,Book,HSS,28,Main
I001059,Book,Medicine,28,Main
I001060,Book,Arts,28,Main
I001061,DVD,Arts,7,Main
I001062,CourseReserve,STEM,1,Main
I001063,Book,Law,28,Main
I001064,Book,Business,28,Main
I001065,Book,HSS,28,Main
I001066,Book,STEM,28,Main
I001067,Book,HSS,28,Main
I001068,Book,STEM,28,Main
I001069,Book,HSS,28,Main
I001070,Book,HSS,28,Main
I001071,Book,STEM,28,Main
I001072,Book,STEM,28,Main
I001073,Book,Law,28,Main
I001074,Book,HSS,28,Main
I001075,CourseReserve,STEM,1,Main
I001076,Book,HSS,28,Main
I001077,Book,STEM,28,Main
I001078,Book,Law,28,Main
I001079,Book,STEM,28,Main
I001080,CourseReserve,Business,1,Main
I001081,DVD,STEM,7,Main
I001082,Book,Business,28,Main
I001083,Book,STEM,28,Main
I001084,DVD,STEM,7,Main
I001085,CourseReserve,Law,1,Main
I001086,Book,HSS,28,Main
I001087,Book,Law,28,Main
I001088,Book,Law,28,Main
I001089,CourseReserve,HSS,1,Main
I001090,Book,HSS,28,Main
I001091,CourseReserve,HSS,1,Main
I001092,Book,Arts,28,Main
I001093,Book,Law,28,Main
I001094,Book,HSS,28,Main
I001095,Book,STEM,28,Main
I001096,Book,STEM,28,Main
I001097,Book,Medicine,28,Main
I001098,Book,HSS,28,Main
I001099,Book,HSS,28,Main
I001100,Book,Medicine,28,Main
I001101,Book,HSS,28,Main
I001102,CourseReserve,HSS,1,Main
I001103,Laptop,Arts,3,Main
I001104,CourseReserve,Law,1,Main
I001105,CourseReserve,HSS,1,Main
I001106,Book,HSS,28,Main
I001107,Book,HSS,28,Main
I001108,Book,HSS,28,Main
I001109,Book,Medicine,28,Main
I001110,Book,STEM,28,Main
I001111,DVD,Business,7,Main
I001112,Book,Arts,28,Main
I001113,Book,STEM,28,Main
I001114,Book,HSS,28,Main
I001115,Book,STEM,28,Main
I001116,Book,Medicine,28,Main
I001117,Book,Business,28,Main
I001118,DVD,HSS,7,Main
I001119,Book,Law,28,Main
I001120,Book,STEM,28,Main
I001121,Laptop,Medicine,3,Main
I001122,CourseReserve,HSS,1,Main
I001123,DVD,STEM,7,Main
I001124,DVD,Medicine,7,Main
I001125,Book,STEM,28,Main
I001126,Book,STEM,28,Main
I001127,Book,HSS,28,Main
I001128,Book,HSS,28,Main
I001129,Book,HSS,28,Main
I001130,Book,Arts,28,Main
I001131,Book,HSS,28,Main
I001132,Book,STEM,28,Main
I001133,Book,Law,28,Main
I001134,Book,HSS,28,Main
I001135,Book,STEM,28,Main
I001136,Book,Business,28,Main
I001137,DVD,Medicine,7,Main
I001138,Book,Law,28,Main
I001139,Book,Law,28,Main
I001140,Book,HSS,28,Main
I001141,DVD,Arts,7,Main
I001142,Book,HSS,28,Main
I001143,Book,Business,28,Main
I001144,Book,HSS,28,Main
I001145,Book,Arts,28,Main
I001146,DVD,Business,7,Main
I001147,DVD,Business,7,Main
I001148,Book,HSS,28,Main
I001149,DVD,STEM,7,Main
I001150,DVD,Law,7,Main
I001151,Book,Business,28,Main
I001152,DVD,HSS,7,Main
I001153,Book,Arts,28,Main
I001154,Book,Medicine,28,Main
I001155,Book,HSS,28,Main
I001156,Book,Business,28,Main
I001157,Book,STEM,28,Main
I001158,Laptop,STEM,3,Main
I001159,DVD,HSS,7,Main
I001160,Book,STEM,28,Main
I001161,DVD,Business,7,Main
I001162,Book,STEM,28,Main
I001163,Book,Law,28,Main
I001164,Book,Law,28,Main
I001165,Book,Business,28,Main
I001166,DVD,HSS,7,Main
I001167,DVD,Medicine,7,Main
I001168,Book,STEM,28,Main
I001169,Book,HSS,28,Main
I001170,Book,HSS,28,Main
I001171,Book,STEM,28,Main
I001172,CourseReserve,Medicine,1,Main
I001173,Book,STEM,28,Main
I001174,Book,Business,28,Main
I001175,Book,HSS,28,Main
I001176,Book,STEM,28,Main
I001177,Book,Arts,28,Main
I001178,Book,Business,28,Main
I001179,Book,HSS,28,Main
I001180,Book,STEM,28,Main
I001181,CourseReserve,HSS,1,Main
I001182,Book,STEM,28,Main
I001183,Book,Business,28,Main
I001184,CourseReserve,Business,1,Main
I001185,Book,HSS,28,Main
I001186,CourseReserve,Arts,1,Main
I001187,Book,STEM,28,Main
I001188,Book,STEM,28,Main
I001189,Book,STEM,28,Main
I001190,Book,STEM,28,Main
I001191,Book,STEM,28,Main
I001192,Book,STEM,28,Main
I001193,Book,STEM,28,Main
I001194,Book,HSS,28,Main
I001195,Book,Business,28,Main
I001196,DVD,STEM,7,Main
I001197,CourseReserve,HSS,1,Main
I001198,CourseReserve,Business,1,Main
I001199,Book,Arts,28,Main
I001200,Book,Arts,28,Main
I001201,Book,STEM,28,Main
I001202,Book,HSS,28,Main
I001203,Book,STEM,28,Main
I001204,Book,HSS,28,Main
I001205,Book,Arts,28,Main
I001206,Book,HSS,28,Main
I001207,Book,HSS,28,Main
I001208,Book,STEM,28,Main
I001209,Book,STEM,28,Main
I001210,CourseReserve,Business,1,Main
I001211,Book,STEM,28,Main
I001212,Book,HSS,28,Main
I001213,Book,HSS,28,Main
I001214,DVD,STEM,7,Main
I001215,Book,HSS,28,Main
I001216,Book,Law,28,Main
I001217,Book,STEM,28,Main
I001218,Book,Business,28,Main
I001219,Book,Arts,28,Main
I001220,Book,Arts,28,Main
I001221,CourseReserve,Arts,1,Main
I001222,Book,HSS,28,Main
I001223,Book,HSS,28,Main
I001224,CourseReserve,HSS,1,Main
I001225,Book,Medicine,28,Main
I001226,Book,Arts,28,Main
I001227,Book,Medicine,28,Main
I001228,Book,HSS,28,Main
I001229,CourseReserve,Arts,1,Main
I001230,Book,STEM,28,Main
I001231,Laptop,HSS,3,Main
I001232,Book,STEM,28,Main
I001233,Book,HSS,28,Main
I001234,Book,STEM,28,Main
I001235,Book,STEM,28,Main
I001236,Book,STEM,28,Main
I001237,DVD,Law,7,Main
I001238,Book,Medicine,28,Main
I001239,CourseReserve,Law,1,Main
I001240,Book,STEM,28,Main
I001241,DVD,Business,7,Main
I001242,Book,Medicine,28,Main
I001243,Book,HSS,28,Main
I001244,DVD,STEM,7,Main
I001245,Book,HSS,28,Main
I001246,Book,HSS,28,Main
I001247,Book,Law,28,Main
I001248,Book,Medicine,28,Main
I001249,CourseReserve,HSS,1,Main
I001250,Book,Business,28,Main
I001251,DVD,Medicine,7,Main
I001252,Book,Arts,28,Main
I001253,Book,HSS,28,Main
I001254,Book,Medicine,28,Main
I001255,Book,HSS,28,Main
I001256,Book,STEM,28,Main
I001257,Book,HSS,28,Main
I001258,Book,HSS,28,Main
I001259,Book,Business,28,Main
I001260,Book,STEM,28,Main
I001261,Book,HSS,28,Main
I001262,DVD,HSS,7,Main
I001263,Book,Law,28,Main
I001264,Book,HSS,28,Main
I001265,Book,Business,28,Main
I001266,Book,HSS,28,Main
I001267,Book,HSS,28,Main
I001268,Book,STEM,28,Main
I001269,Book,STEM,28,Main
I001270,Book,STEM,28,Main
I001271,Book,HSS,28,Main
I001272,DVD,Arts,7,Main
I001273,Book,Law,28,Main
I001274,Book,HSS,28,Main
I001275,Book,STEM,28,Main
I001276,Book,Medicine,28,Main
I001277,Book,HSS,28,Main
I001278,CourseReserve,HSS,1,Main
I001279,Book,Business,28,Main
I001280,Book,STEM,28,Main
I001281,Book,STEM,28,Main
I001282,Book,HSS,28,Main
I001283,Book,HSS,28,Main
I001284,Book,Law,28,Main
I001285,Book,HSS,28,Main
I001286,Book,STEM,28,Main
I001287,Book,STEM,28,Main
I001288,Book,HSS,28,Main
I001289,Book,Arts,28,Main
I001290,Book,Medicine,28,Main
I001291,Book,Business,28,Main
I001292,Book,HSS,28,Main
I001293,Book,HSS,28,Main
I001294,Book,STEM,28,Main
I001295,DVD,HSS,7,Main
I001296,Book,Arts,28,Main
I001297,Book,HSS,28,Main
I001298,Book,STEM,28,Main
I001299,Book,STEM,28,Main
I001300,Book,Law,28,Main
I001301,Book,HSS,28,Main
I001302,CourseReserve,STEM,1,Main
I001303,Book,HSS,28,Main
I001304,Book,Medicine,28,Main
I001305,Book,HSS,28,Main
I001306,DVD,Arts,7,Main
I001307,Book,Medicine,28,Main
I001308,DVD,HSS,7,Main
I001309,Book,Business,28,Main
I001310,DVD,HSS,7,Main
I001311,Book,Arts,28,Main
I001312,Laptop,STEM,3,Main
I001313,Book,HSS,28,Main
I001314,DVD,STEM,7,Main
I001315,Book,HSS,28,Main
I001316,Book,Arts,28,Main
I001317,Book,HSS,28,Main
I001318,Book,Law,28,Main
I001319,Book,STEM,28,Main
I001320,Book,Arts,28,Main
I001321,Book,HSS,28,Main
I001322,Book,STEM,28,Main
I001323,DVD,STEM,7,Main
I001324,Book,Law,28,Main
I001325,CourseReserve,HSS,1,Main
I001326,Book,HSS,28,Main
I001327,Book,HSS,28,Main
I001328,DVD,Business,7,Main
I001329,Book,HSS,28,Main
I001330,Book,STEM,28,Main
I001331,Book,HSS,28,Main
I001332,Book,Medicine,28,Main
I001333,Book,Arts,28,Main
I001334,CourseReserve,STEM,1,Main
I001335,CourseReserve,STEM,1,Main
I001336,Book,HSS,28,Main
I001337,Book,HSS,28,Main
I001338,Book,HSS,28,Main
I001339,Book,Law,28,Main
I001340,Book,STEM,28,Main
I001341,Book,Arts,28,Main
I001342,Book,STEM,28,Main
I001343,DVD,Law,7,Main
I001344,Book,STEM,28,Main
I001345,Book,STEM,28,Main
I001346,Book,HSS,28,Main
I001347,Book,STEM,28,Main
I001348,Book,STEM,28,Main
I001349,CourseReserve,Law,1,Main
I001350,Book,Arts,28,Main
I001351,DVD,HSS,7,Main
I001352,Book,HSS,28,Main
I001353,Book,STEM,28,Main
I001354,Book,STEM,28,Main
I001355,Book,HSS,28,Main
I001356,DVD,Business,7,Main
I001357,Laptop,Arts,3,Main
I001358,Book,Arts,28,Main
I001359,Book,HSS,28,Main
I001360,Book,Medicine,28,Main
I001361,Laptop,Law,3,Main
I001362,Book,STEM,28,Main
I001363,Book,STEM,28,Main
I001364,Book,Medicine,28,Main
I001365,Book,STEM,28,Main
I001366,Book,STEM,28,Main
I001367,Book,STEM,28,Main
I001368,Laptop,STEM,3,Main
I001369,Book,HSS,28,Main
I001370,Book,Medicine,28,Main
I001371,CourseReserve,Law,1,Main
I001372,Book,Law,28,Main
I001373,DVD,HSS,7,Main
I001374,Book,STEM,28,Main
I001375,Book,HSS,28,Main
I001376,DVD,HSS,7,Main
I001377,Book,STEM,28,Main
I001378,Book,STEM,28,Main
I001379,Book,STEM,28,Main
I001380,Book,HSS,28,Main
I001381,Book,STEM,28,Main
I001382,Book,HSS,28,Main
I001383,CourseReserve,Arts,1,Main
I001384,Book,STEM,28,Main
I001385,Book,Law,28,Main
I001386,Book,HSS,28,Main
I001387,Book,HSS,28,Main
I001388,Book,Arts,28,Main
I001389,CourseReserve,HSS,1,Main
I001390,Book,STEM,28,Main
I001391,Book,Law,28,Main
I001392,Book,HSS,28,Main
I001393,Book,Business,28,Main
I001394,Book,STEM,28,Main
I001395,Book,HSS,28,Main
I001396,DVD,HSS,7,Main
I001397,Book,HSS,28,Main
I001398,Book,Medicine,28,Main
I001399,Book,Law,28,Main
I001400,Book,HSS,28,Main
I001401,Book,HSS,28,Main
I001402,Book,Law,28,Main
I001403,Book,STEM,28,Main
I001404,Book,STEM,28,Main
I001405,Book,STEM,28,Main
I001406,Book,HSS,28,Main
I001407,DVD,Law,7,Main
I001408,DVD,Arts,7,Main
I001409,Book,HSS,28,Main
I001410,DVD,STEM,7,Main
I001411,Book,STEM,28,Main
I001412,Book,STEM,28,Main
I001413,Book,HSS,28,Main
I001414,Book,Business,28,Main
I001415,Book,STEM,28,Main
I001416,CourseReserve,STEM,1,Main
I001417,Book,HSS,28,Main
I001418,Book,HSS,28,Main
I001419,Book,HSS,28,Main
I001420,CourseReserve,Business,1,Main
I001421,Book,HSS,28,Main
I001422,Book,Law,28,Main
I001423,Book,STEM,28,Main
I001424,Book,STEM,28,Main
I001425,CourseReserve,STEM,1,Main
I001426,CourseReserve,STEM,1,Main
I001427,Book,HSS,28,Main
I001428,CourseReserve,HSS,1,Main
I001429,Book,Law,28,Main
I001430,DVD,Law,7,Main
I001431,Book,HSS,28,Main
I001432,Book,STEM,28,Main
I001433,Book,HSS,28,Main
I001434,Book,HSS,28,Main
I001435,Book,HSS,28,Main
I001436,Book,Medicine,28,Main
I001437,Book,HSS,28,Main
I001438,Book,HSS,28,Main
I001439,Book,HSS,28,Main
I001440,Book,HSS,28,Main
I001441,CourseReserve,Law,1,Main
I001442,Book,HSS,28,Main
I001443,Book,HSS,28,Main
I001444,Book,Law,28,Main
I001445,DVD,STEM,7,Main
I001446,Book,Law,28,Main
I001447,Book,STEM,28,Main
I001448,DVD,HSS,7,Main
I001449,CourseReserve,Law,1,Main
I001450,Book,HSS,28,Main
I001451,Book,STEM,28,Main
I001452,Book,STEM,28,Main
I001453,DVD,HSS,7,Main
I001454,Book,STEM,28,Main
I001455,Book,Medicine,28,Main
I001456,CourseReserve,Arts,1,Main
I001457,Book,STEM,28,Main
I001458,Book,STEM,28,Main
I001459,Book,HSS,28,Main
I001460,Book,HSS,28,Main
I001461,Book,STEM,28,Main
I001462,Book,STEM,28,Main
I001463,Book,Arts,28,Main
I001464,Book,STEM,28,Main
I001465,CourseReserve,STEM,1,Main
I001466,Book,STEM,28,Main
I001467,CourseReserve,Medicine,1,Main
I001468,Book,Law,28,Main
I001469,DVD,Law,7,Main
I001470,DVD,STEM,7,Main
I001471,Book,Business,28,Main
I001472,Book,HSS,28,Main
I001473,DVD,Medicine,7,Main
I001474,Book,STEM,28,Main
I001475,Book,STEM,28,Main
I001476,Book,STEM,28,Main
I001477,DVD,Law,7,Main
I001478,Book,HSS,28,Main
I001479,DVD,Medicine,7,Main
I001480,Book,STEM,28,Main
I001481,DVD,STEM,7,Main
I001482,Book,HSS,28,Main
I001483,Book,STEM,28,Main
I001484,Book,STEM,28,Main
I001485,Book,STEM,28,Main
I001486,Book,Law,28,Main
I001487,Book,STEM,28,Main
I001488,Book,Arts,28,Main
I001489,Book,STEM,28,Main
I001490,Book,Business,28,Main
I001491,Book,HSS,28,Main
I001492,Book,STEM,28,Main
I001493,Book,STEM,28,Main
I001494,Book,STEM,28,Main
I001495,Book,Medicine,28,Main
I001496,Book,HSS,28,Main
I001497,Book,HSS,28,Main
I001498,Book,Medicine,28,Main
I001499,Book,HSS,28,Main
I001500,DVD,Law,7,Main
I001501,Book,STEM,28,Main
I001502,Book,Medicine,28,Main
I001503,Book,HSS,28,Main
I001504,Book,HSS,28,Main
I001505,Book,STEM,28,Main
I001506,Book,Arts,28,Main
I001507,Book,STEM,28,Main
I001508,Book,HSS,28,Main
I001509,Book,STEM,28,Main
I001510,Book,Arts,28,Main
I001511,DVD,Medicine,7,Main
I001512,Book,Arts,28,Main
I001513,CourseReserve,HSS,1,Main
I001514,Book,HSS,28,Main
I001515,Book,STEM,28,Main
I001516,Book,Business,28,Main
I001517,Book,HSS,28,Main
I001518,Laptop,HSS,3,Main
I001519,Book,Business,28,Main
I001520,CourseReserve,HSS,1,Main
I001521,Book,STEM,28,Main
I001522,CourseReserve,STEM,1,Main
I001523,Book,STEM,28,Main
I001524,Book,Business,28,Main
I001525,Book,STEM,28,Main
I001526,Book,Law,28,Main
I001527,Book,STEM,28,Main
I001528,Book,STEM,28,Main
I001529,DVD,Law,7,Main
I001530,Book,HSS,28,Main
I001531,Book,HSS,28,Main
I001532,Book,HSS,28,Main
I001533,Book,HSS,28,Main
I001534,Book,STEM,28,Main
I001535,Book,Medicine,28,Main
I001536,Book,Law,28,Main
I001537,Book,Business,28,Main
I001538,Book,STEM,28,Main
I001539,Book,STEM,28,Main
I001540,Book,STEM,28,Main
I001541,Book,HSS,28,Main
I001542,Book,HSS,28,Main
I001543,Book,STEM,28,Main
I001544,Book,Arts,28,Main
I001545,CourseReserve,HSS,1,Main
I001546,Book,HSS,28,Main
I001547,DVD,Business,7,Main
I001548,Book,HSS,28,Main
I001549,Book,Business,28,Main
I001550,Book,Law,28,Main
I001551,CourseReserve,Arts,1,Main
I001552,Book,STEM,28,Main
I001553,DVD,Law,7,Main
I001554,Laptop,STEM,3,Main
I001555,Book,Law,28,Main
I001556,Book,STEM,28,Main
I001557,Book,HSS,28,Main
I001558,Book,STEM,28,Main
I001559,DVD,STEM,7,Main
I001560,Laptop,Business,3,Main
I001561,Book,Business,28,Main
I001562,Book,Law,28,Main
I001563,DVD,HSS,7,Main
I001564,Book,Business,28,Main
I001565,DVD,STEM,7,Main
I001566,Book,Medicine,28,Main
I001567,Book,Arts,28,Main
I001568,Book,HSS,28,Main
I001569,Book,Business,28,Main
I001570,Book,HSS,28,Main
I001571,Book,STEM,28,Main
I001572,Book,STEM,28,Main
I001573,Book,HSS,28,Main
I001574,DVD,Business,7,Main
I001575,Book,HSS,28,Main
I001576,Book,HSS,28,Main
I001577,Book,STEM,28,Main
I001578,Book,Business,28,Main
I001579,Book,Arts,28,Main
I001580,Book,Law,28,Main
I001581,Book,Law,28,Main
I001582,Book,STEM,28,Main
I001583,Book,HSS,28,Main
I001584,Book,HSS,28,Main
I001585,CourseReserve,STEM,1,Main
I001586,Book,Law,28,Main
I001587,Book,STEM,28,Main
I001588,Book,Business,28,Main
I001589,Book,STEM,28,Main
I001590,Book,HSS,28,Main
I001591,Book,HSS,28,Main
I001592,CourseReserve,Medicine,1,Main
I001593,Book,Business,28,Main
I001594,Book,Medicine,28,Main
I001595,Book,HSS,28,Main
I001596,Book,Arts,28,Main
I001597,Book,HSS,28,Main
I001598,Book,HSS,28,Main
I001599,Book,Arts,28,Main
I001600,Laptop,HSS,3,Main
I001601,Book,Law,28,Main
I001602,Book,HSS,28,Main
I001603,Book,STEM,28,Main
I001604,Book,Medicine,28,Main
I001605,Book,HSS,28,Main
I001606,Book,Law,28,Main
I001607,Book,HSS,28,Main
I001608,DVD,Law,7,Main
I001609,Book,STEM,28,Main
I001610,Book,HSS,28,Main
I001611,Laptop,HSS,3,Main
I001612,Book,HSS,28,Main
I001613,Book,Medicine,28,Main
I001614,Book,STEM,28,Main
I001615,Book,HSS,28,Main
I001616,Book,STEM,28,Main
I001617,CourseReserve,HSS,1,Main
I001618,Book,Business,28,Main
I001619,Book,Arts,28,Main
I001620,Book,STEM,28,Main
I001621,Book,Medicine,28,Main
I001622,Book,STEM,28,Main
I001623,Book,HSS,28,Main
I001624,CourseReserve,Law,1,Main
I001625,Book,STEM,28,Main
I001626,Book,Law,28,Main
I001627,Book,Medicine,28,Main
I001628,Book,STEM,28,Main
I001629,Book,Medicine,28,Main
I001630,Book,Business,28,Main
I001631,Book,STEM,28,Main
I001632,Book,STEM,28,Main
I001633,Book,HSS,28,Main
I001634,DVD,Arts,7,Main
I001635,CourseReserve,Law,1,Main
I001636,Book,HSS,28,Main
I001637,Book,HSS,28,Main
I001638,Book,Law,28,Main
I001639,CourseReserve,HSS,1,Main
I001640,CourseReserve,HSS,1,Main
I001641,Book,STEM,28,Main
I001642,DVD,STEM,7,Main
I001643,Book,STEM,28,Main
I001644,Book,HSS,28,Main
I001645,Book,HSS,28,Main
I001646,Book,Law,28,Main
I001647,Book,STEM,28,Main
I001648,DVD,HSS,7,Main
I001649,DVD,HSS,7,Main
I001650,Book,STEM,28,Main
I001651,Book,HSS,28,Main
I001652,Book,HSS,28,Main
I001653,Book,HSS,28,Main
I001654,Book,Business,28,Main
I001655,Book,Business,28,Main
I001656,CourseReserve,Business,1,Main
I001657,Book,Business,28,Main
I001658,Book,Law,28,Main
I001659,Book,STEM,28,Main
I001660,Book,Law,28,Main
I001661,Book,HSS,28,Main
I001662,Book,Law,28,Main
I001663,Laptop,Business,3,Main
I001664,Book,STEM,28,Main
I001665,CourseReserve,STEM,1,Main
I001666,DVD,HSS,7,Main
I001667,Book,Law,28,Main
I001668,CourseReserve,Law,1,Main
I001669,Book,Medicine,28,Main
I001670,DVD,STEM,7,Main
I001671,Book,Business,28,Main
I001672,DVD,STEM,7,Main
I001673,DVD,Medicine,7,Main
I001674,DVD,STEM,7,Main
I001675,DVD,STEM,7,Main
I001676,Book,STEM,28,Main
I001677,Book,Business,28,Main
I001678,Book,Arts,28,Main
I001679,Book,HSS,28,Main
I001680,Book,HSS,28,Main
I001681,Book,Arts,28,Main
I001682,CourseReserve,STEM,1,Main
I001683,Book,Law,28,Main
I001684,DVD,STEM,7,Main
I001685,Book,HSS,28,Main
I001686,DVD,Business,7,Main
I001687,CourseReserve,Business,1,Main
I001688,Book,HSS,28,Main
I001689,Book,HSS,28,Main
I001690,Book,Medicine,28,Main
I001691,Book,HSS,28,Main
I001692,Book,Medicine,28,Main
I001693,Book,HSS,28,Main
I001694,Book,STEM,28,Main
I001695,Book,Arts,28,Main
I001696,Book,Law,28,Main
I001697,Book,STEM,28,Main
I001698,Book,Law,28,Main
I001699,CourseReserve,STEM,1,Main
I001700,Book,HSS,28,Main
I001701,CourseReserve,Arts,1,Main
I001702,Book,Business,28,Main
I001703,Book,Law,28,Main
