hold_id,request_dt,item_id,patron_id,pickup_location,collection,status,wait_days,fulfill_dt
H0001146,2024-01-19,I003037,P001592,Main,Book,fulfilled,4.2,2024-01-23 04:48:00
H0001147,2025-10-16,I002331,P000882,Main,Book,pending,6.1,
H0001148,2024-11-23,I001778,P001418,Main,Book,pending,3.3,
H0001150,2025-07-23,I005335,P001736,Main,CourseReserve,fulfilled,7.4,2025-07-30 09:36:00
H0001151,2025-12-07,I005351,P002461,Main,Book,expired,15.7,
H0001152,2024-04-01,I002469,P002840,Main,Book,pending,4.0,
H0001157,2025-11-06,I001349,P002519,Main,CourseReserve,fulfilled,5.8,2025-11-11 19:12:00
H0001158,2024-11-27,I002302,P000086,Main,Book,fulfilled,5.5,2024-12-02 12:00:00
H0001160,2024-05-27,I005286,P002067,Main,Book,fulfilled,5.1,2024-06-01 02:24:00
H0001162,2025-06-12,I001657,P001185,Main,Book,cancelled,1.8,
H0001164,2025-08-11,I004594,P000189,Main,Book,fulfilled,6.6,2025-08-17 14:24:00
H0001165,2024-01-15,I000036,P002989,Main,DVD,fulfilled,5.9,2024-01-20 21:36:00
H0001166,2024-06-05,I004737,P002535,Main,Book,fulfilled,2.3,2024-06-07 07:12:00
H0001167,2024-09-15,I000258,P002236,Main,Book,fulfilled,6.9,2024-09-21 21:36:00
H0001169,2025-09-23,I000825,P000577,Main,Book,fulfilled,4.0,2025-09-27 00:00:00
H0001170,2025-09-18,I002622,P002075,Main,Laptop,fulfilled,5.5,2025-09-23 12:00:00
H0001172,2024-11-10,I004271,P002189,Main,Book,fulfilled,5.7,2024-11-15 16:48:00
H0001174,2025-09-06,I003228,P002484,Main,Book,cancelled,5.2,
H0001175,2024-12-26,I005459,P000666,Main,CourseReserve,fulfilled,7.9,2025-01-02 21:36:00
H0001176,2024-01-11,I001621,P001025,Main,Book,fulfilled,3.8,2024-01-14 19:12:00
H0001177,2025-01-11,I003743,P001410,Main,Book,fulfilled,4.4,2025-01-15 09:36:00
H0001180,2025-09-07,I005856,P000307,Main,Book,fulfilled,8.4,2025-09-15 09:36:00
H0001182,2024-09-05,I000002,P002818,Main,CourseReserve,fulfilled,9.7,2024-09-14 16:48:00
H0001183,2025-12-04,I002237,P001758,Main,Laptop,fulfilled,8.1,2025-12-12 02:24:00
H0001184,2025-11-15,I000811,P000614,Main,CourseReserve,fulfilled,3.8,2025-11-18 19:12:00
H0001186,2025-08-13,I004163,P000693,Main,Book,fulfilled,4.9,2025-08-17 21:36:00
H0001187,2025-08-20,I005743,P000743,Main,DVD,fulfilled,3.3,2025-08-23 07:12:00
H0001189,2024-02-23,I000881,P001895,Main,Book,fulfilled,4.6,2024-02-27 14:24:00
H0001190,2025-07-18,I003560,P002031,Main,Book,expired,6.6,
H0001192,2025-04-14,I003298,P001615,Main,Book,fulfilled,3.9,2025-04-17 21:36:00
H0001193,2025-11-23,I000095,P000807,Main,Book,pending,3.0,
H0001194,2025-05-16,I000120,P000013,Main,Book,fulfilled,11.4,2025-05-27 09:36:00
H0001195,2024-05-28,I000452,P000119,Main,Book,cancelled,14.3,
H0001196,2024-03-10,I004499,P002949,Main,Book,fulfilled,3.9,2024-03-13 21:36:00
H0001197,2024-10-28,I003839,P002226,Main,CourseReserve,pending,5.9,
H0001198,2024-04-19,I004360,P002574,Main,Book,fulfilled,5.8,2024-04-24 19:12:00
H0001199,2025-11-15,I001731,P000450,Main,Book,fulfilled,6.1,2025-11-21 02:24:00
H0001200,2025-05-29,I000882,P000071,Main,Book,fulfilled,4.2,2025-06-02 04:48:00
H0001201,2025-04-30,I000024,P000995,Main,Book,fulfilled,3.0,2025-05-03 00:00:00
H0001202,2024-05-10,I000874,P000107,Main,Book,fulfilled,5.8,2024-05-15 19:12:00
H0001203,2024-06-01,I003765,P001352,Main,Book,fulfilled,1.6,2024-06-02 14:24:00
H0001207,2024-02-12,I005640,P001618,Main,Book,fulfilled,4.5,2024-02-16 12:00:00
H0001210,2025-01-10,I003974,P001069,Main,Book,fulfilled,4.4,2025-01-14 09:36:00
H0001212,2025-06-02,I000771,P000508,Main,Book,fulfilled,9.8,2025-06-11 19:12:00
H0001213,2024-04-18,I001761,P002949,Main,Book,fulfilled,8.2,2024-04-26 04:48:00
H0001215,2024-03-11,I001951,P002577,Main,Book,fulfilled,4.7,2024-03-15 16:48:00
H0001216,2024-12-28,I001051,P001906,Main,DVD,fulfilled,4.5,2025-01-01 12:00:00
H0001217,2025-06-22,I004865,P002326,Main,Book,fulfilled,5.3,2025-06-27 07:12:00
H0001218,2025-12-27,I002028,P000072,Main,CourseReserve,fulfilled,6.1,2026-01-02 02:24:00
H0001219,2025-12-07,I003844,P001379,Main,Book,fulfilled,3.6,2025-12-10 14:24:00
H0001222,2025-12-13,I000842,P002083,Main,Book,expired,8.1,
H0001223,2025-11-29,I004673,P001449,Main,Book,cancelled,5.9,
H0001224,2025-04-19,I000900,P000076,Main,Book,fulfilled,3.8,2025-04-22 19:12:00
H0001225,2025-11-09,I003265,P001369,Main,DVD,pending,6.2,
H0001226,2024-06-10,I002564,P000310,Main,Book,fulfilled,1.4,2024-06-11 09:36:00
H0001228,2024-10-18,I002786,P000769,Main,Book,fulfilled,8.6,2024-10-26 14:24:00
H0001229,2024-09-02,I004924,P000457,Main,Laptop,fulfilled,4.6,2024-09-06 14:24:00
H0001230,2024-02-02,I002156,P001409,Main,Book,pending,4.2,
H0001231,2024-07-25,I003289,P002805,Main,Laptop,expired,2.4,
H0001235,2024-05-18,I000317,P002386,Main,Book,fulfilled,9.7,2024-05-27 16:48:00
H0001236,2024-08-30,I000325,P001320,Main,CourseReserve,fulfilled,6.9,2024-09-05 21:36:00
H0001238,2025-06-03,I004934,P002990,Main,Book,fulfilled,6.2,2025-06-09 04:48:00
H0001239,2025-03-16,I002071,P001698,Main,Book,pending,5.8,
H0001242,2024-05-25,I000721,P001885,Main,CourseReserve,pending,4.9,
H0001244,2024-08-23,I004634,P000625,Main,DVD,fulfilled,5.8,2024-08-28 19:12:00
H0001245,2024-02-23,I002874,P000399,Main,Book,fulfilled,6.4,2024-02-29 09:36:00
H0001246,2025-10-14,I001216,P000326,Main,Book,fulfilled,7.5,2025-10-21 12:00:00
H0001248,2025-06-16,I005556,P000834,Main,Book,fulfilled,4.4,2025-06-20 09:36:00
H0001252,2025-08-14,I002859,P001471,Main,Book,cancelled,4.3,
H0001254,2025-04-23,I000025,P001101,Main,Book,cancelled,8.0,
H0001255,2025-05-13,I005381,P002429,Main,Book,fulfilled,11.4,2025-05-24 09:36:00
H0001257,2024-09-20,I001161,P002186,Main,DVD,fulfilled,2.3,2024-09-22 07:12:00
H0001258,2024-01-11,I005813,P000729,Main,DVD,fulfilled,6.7,2024-01-17 16:48:00
H0001261,2024-06-18,I001668,P002036,Main,CourseReserve,expired,2.8,
H0001263,2025-03-06,I003116,P001608,Main,DVD,expired,2.8,
H0001264,2024-12-30,I005011,P002006,Main,Book,fulfilled,3.8,2025-01-02 19:12:00
H0001266,2025-10-18,I002095,P001518,Main,Book,fulfilled,2.7,2025-10-20 16:48:00
H0001268,2024-10-20,I002036,P001792,Main,Book,fulfilled,5.2,2024-10-25 04:48:00
H0001270,2024-11-16,I000726,P002309,Main,DVD,fulfilled,6.9,2024-11-22 21:36:00
H0001272,2025-03-27,I003914,P001454,Main,CourseReserve,fulfilled,8.0,2025-04-04 00:00:00
H0001273,2024-10-30,I004911,P001024,Main,Laptop,expired,4.3,
H0001274,2024-04-14,I002552,P002246,Main,Book,fulfilled,5.6,2024-04-19 14:24:00
H0001275,2025-06-04,I000579,P002990,Main,Book,pending,1.9,
H0001276,2024-08-31,I000460,P002478,Main,Book,pending,10.2,
H0001277,2024-04-24,I001368,P001084,Main,Laptop,fulfilled,3.3,2024-04-27 07:12:00
H0001278,2025-09-06,I005704,P000844,Main,Book,fulfilled,6.7,2025-09-12 16:48:00
H0001281,2025-08-05,I005469,P000023,Main,DVD,fulfilled,3.2,2025-08-08 04:48:00
H0001286,2024-05-02,I000337,P001732,Main,DVD,fulfilled,4.9,2024-05-06 21:36:00
H0001287,2024-12-14,I004211,P001949,Main,Book,fulfilled,9.0,2024-12-23 00:00:00
H0001289,2024-06-25,I005262,P002071,Main,DVD,fulfilled,2.1,2024-06-27 02:24:00
H0001293,2025-09-05,I001508,P001519,Main,Book,fulfilled,6.2,2025-09-11 04:48:00
H0001294,2025-03-29,I002907,P000837,Main,CourseReserve,fulfilled,7.4,2025-04-05 09:36:00
H0001295,2024-07-01,I000186,P000429,Main,Book,pending,2.3,
H0001296,2025-04-16,I004918,P001335,Main,Book,cancelled,8.9,
H0001297,2025-03-11,I001527,P002802,Main,Book,fulfilled,5.4,2025-03-16 09:36:00
H0001301,2025-06-18,I003467,P001939,Main,Book,fulfilled,3.6,2025-06-21 14:24:00
H0001302,2024-01-17,I001778,P000573,Main,Book,fulfilled,3.8,2024-01-20 19:12:00
H0001303,2024-03-31,I000688,P000253,Main,Book,fulfilled,5.1,2024-04-05 02:24:00
H0001310,2024-02-12,I000571,P000803,Main,Book,cancelled,3.8,
H0001311,2025-11-16,I000971,P001074,Main,Book,cancelled,8.5,
H0001313,2025-11-15,I000264,P002856,Main,Book,fulfilled,3.5,2025-11-18 12:00:00
H0001315,2025-09-15,I002068,P001391,Main,Book,fulfilled,6.7,2025-09-21 16:48:00
H0001316,2024-11-16,I005175,P002446,Main,Book,fulfilled,5.0,2024-11-21 00:00:00
H0001318,2024-08-03,I002872,P002983,Main,CourseReserve,fulfilled,5.4,2024-08-08 09:36:00
H0001319,2025-07-23,I000234,P001813,Main,Book,cancelled,6.8,
H0001320,2024-09-22,I000311,P001313,Main,Book,fulfilled,3.0,2024-09-25 00:00:00
H0001321,2024-11-01,I002341,P001584,Main,Book,fulfilled,5.1,2024-11-06 02:24:00
H0001324,2025-06-09,I004858,P000251,Main,CourseReserve,fulfilled,2.0,2025-06-11 00:00:00
H0001327,2024-10-22,I001409,P002779,Main,Book,fulfilled,7.5,2024-10-29 12:00:00
H0001328,2024-04-14,I003383,P001777,Main,Book,fulfilled,4.3,2024-04-18 07:12:00
H0001331,2024-12-27,I001940,P000360,Main,Book,fulfilled,6.4,2025-01-02 09:36:00
H0001332,2024-02-29,I001086,P001615,Main,Book,fulfilled,4.6,2024-03-04 14:24:00
H0001333,2024-02-20,I000667,P002748,Main,Book,fulfilled,5.6,2024-02-25 14:24:00
H0001334,2024-05-05,I005786,P002275,Main,Laptop,fulfilled,5.2,2024-05-10 04:48:00
H0001335,2024-05-08,I000425,P002221,Main,Book,fulfilled,2.5,2024-05-10 12:00:00
H0001338,2024-04-16,I005851,P002811,Main,Book,fulfilled,5.0,2024-04-21 00:00:00
H0001339,2024-12-26,I003731,P001391,Main,Book,fulfilled,3.9,2024-12-29 21:36:00
H0001341,2024-12-21,I004397,P000990,Main,Book,fulfilled,6.1,2024-12-27 02:24:00
H0001343,2024-04-12,I003654,P002385,Main,Book,fulfilled,3.6,2024-04-15 14:24:00
H0001344,2025-11-30,I005462,P001720,Main,Book,fulfilled,4.0,2025-12-04 00:00:00
H0001345,2024-07-24,I002577,P002012,Main,CourseReserve,pending,3.3,
H0001346,2024-09-29,I002525,P002023,Main,DVD,pending,5.5,
H0001347,2024-11-12,I000001,P001387,Main,Book,fulfilled,5.7,2024-11-17 16:48:00
H0001349,2025-01-03,I000666,P000834,Main,Book,expired,5.3,
H0001352,2024-01-13,I003886,P000792,Main,CourseReserve,fulfilled,8.6,2024-01-21 14:24:00
H0001353,2025-10-26,I004926,P000295,Main,Book,expired,5.6,
H0001354,2024-04-25,I004447,P002062,Main,Book,fulfilled,4.4,2024-04-29 09:36:00
H0001357,2024-10-04,I004120,P001091,Main,Book,fulfilled,3.5,2024-10-07 12:00:00
H0001358,2024-05-26,I001191,P001478,Main,Book,fulfilled,5.2,2024-05-31 04:48:00
H0001359,2024-09-19,I002726,P002089,Main,Book,pending,2.8,
H0001360,2024-12-06,I003493,P002821,Main,Laptop,cancelled,7.5,
H0001361,2024-07-09,I003440,P000004,Main,CourseReserve,fulfilled,1.5,2024-07-10 12:00:00
H0001363,2025-01-24,I005744,P000653,Main,CourseReserve,fulfilled,4.4,2025-01-28 09:36:00
H0001365,2025-06-24,I004575,P000846,Main,Book,fulfilled,1.8,2025-06-25 19:12:00
H0001366,2024-08-22,I001457,P002537,Main,Book,fulfilled,7.1,2024-08-29 02:24:00
H0001367,2024-02-21,I001667,P001493,Main,Book,cancelled,3.3,
H0001368,2025-01-28,I000632,P002546,Main,Laptop,fulfilled,5.9,2025-02-02 21:36:00
H0001369,2025-02-25,I004417,P002547,Main,Book,cancelled,7.5,
H0001370,2025-08-27,I000341,P002981,Main,Book,fulfilled,4.4,2025-08-31 09:36:00
H0001373,2025-04-30,I005675,P000442,Main,CourseReserve,fulfilled,7.5,2025-05-07 12:00:00
H0001374,2024-10-17,I004847,P001460,Main,CourseReserve,fulfilled,4.2,2024-10-21 04:48:00
H0001375,2024-08-14,I005439,P002007,Main,Book,pending,9.3,
H0001376,2024-01-28,I000733,P002424,Main,Book,fulfilled,4.8,2024-02-01 19:12:00
H0001377,2024-02-14,I001822,P002885,Main,Book,fulfilled,5.4,2024-02-19 09:36:00
H0001378,2024-03-13,I005827,P000359,Main,Book,fulfilled,3.8,2024-03-16 19:12:00
H0001379,2025-01-14,I005039,P002009,Main,Book,fulfilled,5.5,2025-01-19 12:00:00
H0001381,2024-09-30,I004957,P000179,Main,Book,fulfilled,4.4,2024-10-04 09:36:00
H0001387,2025-01-18,I003725,P002341,Main,Book,fulfilled,4.6,2025-01-22 14:24:00
H0001389,2025-08-20,I002696,P002555,Main,Book,fulfilled,3.1,2025-08-23 02:24:00
H0001390,2025-09-01,I001903,P000302,Main,Book,fulfilled,7.3,2025-09-08 07:12:00
H0001392,2025-05-03,I004905,P001117,Main,CourseReserve,expired,5.3,
H0001393,2025-06-11,I003493,P002471,Main,Laptop,fulfilled,2.8,2025-06-13 19:12:00
H0001394,2024-09-11,I001361,P000008,Main,Laptop,cancelled,8.4,
H0001395,2025-10-22,I001612,P001948,Main,Book,fulfilled,5.7,2025-10-27 16:48:00
H0001396,2024-03-09,I003809,P002177,Main,Book,fulfilled,3.7,2024-03-12 16:48:00
H0001397,2024-10-24,I002601,P001286,Main,Book,fulfilled,5.0,2024-10-29 00:00:00
H0001398,2025-02-08,I000631,P002494,Main,Book,pending,5.1,
H0001399,2025-05-06,I005760,P000385,Main,Book,fulfilled,3.6,2025-05-09 14:24:00
H0001401,2025-09-28,I004779,P001442,Main,Book,expired,3.1,
H0001402,2024-02-04,I004019,P001359,Main,Book,expired,4.8,
H0001403,2024-04-01,I002342,P000600,Main,Book,fulfilled,6.6,2024-04-07 14:24:00
H0001405,2024-09-29,I003281,P002039,Main,Book,fulfilled,3.5,2024-10-02 12:00:00
H0001406,2024-12-03,I000714,P000565,Main,Book,fulfilled,8.3,2024-12-11 07:12:00
H0001408,2025-10-13,I004734,P000372,Main,CourseReserve,fulfilled,3.8,2025-10-16 19:12:00
H0001413,2025-05-03,I001271,P001754,Main,Book,pending,10.6,
H0001417,2024-11-06,I001362,P001489,Main,Book,cancelled,6.6,
H0001419,2025-05-24,I000826,P000429,Main,Laptop,fulfilled,11.8,2025-06-04 19:12:00
H0001422,2024-08-22,I005562,P002685,Main,CourseReserve,fulfilled,5.2,2024-08-27 04:48:00
H0001425,2024-07-12,I003367,P002939,Main,Book,cancelled,1.4,
H0001426,2025-02-27,I001924,P001909,Main,Book,cancelled,5.3,
H0001427,2025-03-30,I002504,P001253,Main,CourseReserve,fulfilled,10.7,2025-04-09 16:48:00
H0001429,2025-08-23,I004965,P002957,Main,Book,fulfilled,6.2,2025-08-29 04:48:00
H0001430,2025-10-20,I004601,P000649,Main,Book,fulfilled,11.3,2025-10-31 07:12:00
H0001431,2024-02-28,I002604,P001523,Main,Book,expired,2.9,
H0001437,2025-07-02,I004257,P001975,Main,CourseReserve,fulfilled,1.6,2025-07-03 14:24:00
H0001439,2024-08-14,I004193,P000210,Main,Book,fulfilled,4.5,2024-08-18 12:00:00
H0001440,2024-05-16,I004963,P002307,Main,Book,fulfilled,8.2,2024-05-24 04:48:00
H0001442,2025-08-25,I002582,P000177,Main,Laptop,fulfilled,7.4,2025-09-01 09:36:00
H0001443,2024-05-29,I003233,P000087,Main,Book,expired,4.1,
H0001444,2025-08-21,I001737,P000719,Main,Book,expired,6.7,
H0001445,2024-12-11,I003142,P001656,Main,CourseReserve,fulfilled,7.5,2024-12-18 12:00:00
H0001447,2024-04-09,I002295,P002957,Main,Book,fulfilled,6.6,2024-04-15 14:24:00
H0001450,2025-01-11,I003000,P000007,Main,DVD,fulfilled,6.2,2025-01-17 04:48:00
H0001451,2025-12-31,I004248,P002602,Main,Book,expired,4.6,
H0001452,2024-08-29,I001442,P002889,Main,Book,fulfilled,3.5,2024-09-01 12:00:00
H0001454,2025-01-10,I001518,P001922,Main,Laptop,fulfilled,6.9,2025-01-16 21:36:00
H0001455,2025-01-16,I000485,P000376,Main,Book,fulfilled,8.2,2025-01-24 04:48:00
H0001456,2025-08-13,I000361,P001521,Main,Book,fulfilled,4.8,2025-08-17 19:12:00
H0001459,2024-10-30,I004159,P002271,Main,CourseReserve,cancelled,4.4,
H0001460,2025-02-01,I002711,P001325,Main,Book,cancelled,2.7,
H0001462,2025-11-22,I001249,P001115,Main,CourseReserve,pending,10.6,
H0001463,2025-03-12,I000178,P001444,Main,Book,fulfilled,4.6,2025-03-16 14:24:00
H0001464,2025-05-20,I000274,P000216,Main,Laptop,fulfilled,3.4,2025-05-23 09:36:00
H0001465,2024-09-07,I000567,P001340,Main,Book,fulfilled,12.0,2024-09-19 00:00:00
H0001466,2025-10-27,I001500,P000084,Main,DVD,fulfilled,4.4,2025-10-31 09:36:00
H0001467,2024-04-10,I000984,P002633,Main,Book,fulfilled,4.3,2024-04-14 07:12:00
H0001469,2025-04-19,I003887,P000800,Main,Laptop,fulfilled,3.7,2025-04-22 16:48:00
H0001470,2025-06-13,I004123,P000897,Main,Book,fulfilled,3.6,2025-06-16 14:24:00
H0001471,2024-02-13,I002871,P000302,Main,Laptop,fulfilled,5.8,2024-02-18 19:12:00
H0001474,2024-04-13,I002708,P000051,Main,Book,cancelled,4.6,
H0001476,2025-10-25,I003993,P001254,Main,Book,fulfilled,8.6,2025-11-02 14:24:00
H0001477,2024-12-12,I000808,P000661,Main,CourseReserve,pending,2.5,
H0001478,2025-07-16,I005860,P002616,Main,Book,expired,1.7,
H0001479,2024-08-01,I004104,P001381,Main,Book,pending,5.0,
H0001480,2025-01-12,I004039,P001072,Main,Book,fulfilled,7.9,2025-01-19 21:36:00
H0001481,2024-09-16,I001102,P001768,Main,CourseReserve,fulfilled,8.1,2024-09-24 02:24:00
H0001482,2025-04-13,I004580,P002318,Main,Book,cancelled,2.5,
H0001483,2025-07-31,I005423,P002798,Main,CourseReserve,pending,2.4,
H0001485,2024-03-03,I000479,P002076,Main,CourseReserve,fulfilled,5.7,2024-03-08 16:48:00
H0001486,2024-12-31,I002885,P002422,Main,Book,fulfilled,5.2,2025-01-05 04:48:00
H0001488,2024-03-01,I001874,P002426,Main,DVD,cancelled,2.6,
H0001490,2024-05-18,I002903,P002582,Main,Book,fulfilled,2.8,2024-05-20 19:12:00
H0001491,2025-08-04,I005976,P001299,Main,CourseReserve,fulfilled,6.3,2025-08-10 07:12:00
H0001492,2024-12-17,I004250,P000747,Main,CourseReserve,fulfilled,7.3,2024-12-24 07:12:00
H0001494,2024-07-13,I001840,P002450,Main,Book,fulfilled,5.0,2024-07-18 00:00:00
H0001496,2025-12-09,I000740,P002895,Main,Book,expired,6.4,
H0001497,2025-08-16,I001349,P002744,Main,CourseReserve,fulfilled,5.4,2025-08-21 09:36:00
H0001498,2024-10-31,I005340,P001976,Main,Book,fulfilled,4.9,2024-11-04 21:36:00
H0001499,2024-03-12,I005375,P000166,Main,Book,pending,2.8,
H0001500,2024-06-27,I004863,P001714,Main,Book,cancelled,5.9,
H0001501,2024-09-03,I005504,P002207,Main,Book,fulfilled,3.2,2024-09-06 04:48:00
H0001503,2025-08-18,I003314,P000393,Main,Book,fulfilled,3.4,2025-08-21 09:36:00
H0001504,2024-02-16,I003974,P001176,Main,Book,fulfilled,8.3,2024-02-24 07:12:00
H0001506,2025-08-06,I001408,P002826,Main,DVD,fulfilled,6.4,2025-08-12 09:36:00
H0001507,2025-12-20,I004636,P002604,Main,CourseReserve,fulfilled,6.1,2025-12-26 02:24:00
H0001510,2024-11-14,I004566,P001659,Main,Laptop,fulfilled,6.5,2024-11-20 12:00:00
H0001513,2025-02-26,I000877,P002104,Main,Book,fulfilled,12.2,2025-03-10 04:48:00
H0001514,2025-01-03,I000564,P000782,Main,Book,fulfilled,5.5,2025-01-08 12:00:00
H0001515,2024-03-20,I002647,P000020,Main,CourseReserve,fulfilled,5.8,2024-03-25 19:12:00
H0001516,2024-10-22,I002261,P001304,Main,Book,fulfilled,7.8,2024-10-29 19:12:00
H0001522,2025-10-27,I001206,P000551,Main,Book,fulfilled,6.8,2025-11-02 19:12:00
H0001523,2024-08-15,I004915,P001226,Main,Book,expired,6.5,
H0001524,2025-01-10,I001983,P002398,Main,Book,fulfilled,5.8,2025-01-15 19:12:00
H0001527,2025-07-10,I005392,P002007,Main,Book,fulfilled,2.9,2025-07-12 21:36:00
H0001528,2024-05-19,I004969,P002719,Main,CourseReserve,fulfilled,4.6,2024-05-23 14:24:00
H0001529,2025-09-03,I004919,P000278,Main,Book,fulfilled,7.4,2025-09-10 09:36:00
H0001531,2024-05-22,I001703,P001424,Main,Book,fulfilled,2.8,2024-05-24 19:12:00
H0001533,2025-09-21,I005578,P002961,Main,CourseReserve,fulfilled,2.7,2025-09-23 16:48:00
H0001536,2025-07-02,I005726,P001611,Main,Book,cancelled,2.5,
H0001537,2024-08-18,I000160,P001451,Main,Book,fulfilled,6.8,2024-08-24 19:12:00
H0001538,2024-01-27,I005798,P000923,Main,CourseReserve,fulfilled,3.7,2024-01-30 16:48:00
H0001539,2024-03-01,I004007,P001717,Main,Book,fulfilled,3.8,2024-03-04 19:12:00
H0001541,2025-09-03,I002950,P000908,Main,CourseReserve,fulfilled,2.5,2025-09-05 12:00:00
H0001544,2025-03-19,I003372,P000431,Main,Book,fulfilled,5.2,2025-03-24 04:48:00
H0001546,2024-12-30,I005253,P002668,Main,Book,expired,10.6,
H0001548,2024-09-29,I003869,P001042,Main,Book,cancelled,5.2,
H0001549,2024-09-22,I005043,P000516,Main,Book,fulfilled,2.8,2024-09-24 19:12:00
H0001550,2025-02-12,I005929,P000749,Main,Book,fulfilled,7.1,2025-02-19 02:24:00
H0001557,2025-03-12,I000412,P000323,Main,CourseReserve,fulfilled,2.1,2025-03-14 02:24:00
H0001558,2025-05-16,I001586,P002911,Main,Book,fulfilled,4.1,2025-05-20 02:24:00
H0001559,2024-03-30,I002629,P000518,Main,Book,fulfilled,13.0,2024-04-12 00:00:00
H0001560,2025-12-17,I001297,P000670,Main,Book,fulfilled,4.7,2025-12-21 16:48:00
H0001562,2025-10-28,I004336,P002478,Main,Book,fulfilled,8.0,2025-11-05 00:00:00
H0001563,2025-12-16,I005376,P001021,Main,DVD,fulfilled,6.3,2025-12-22 07:12:00
H0001564,2025-01-14,I003873,P002396,Main,Book,fulfilled,3.6,2025-01-17 14:24:00
H0001565,2024-03-10,I004368,P001703,Main,Book,fulfilled,4.6,2024-03-14 14:24:00
H0001566,2024-04-04,I002437,P000107,Main,Book,fulfilled,3.5,2024-04-07 12:00:00
H0001567,2025-03-05,I003715,P000023,Main,CourseReserve,fulfilled,4.5,2025-03-09 12:00:00
H0001568,2025-08-20,I003937,P002963,Main,Book,cancelled,5.8,
H0001570,2024-10-14,I004318,P000157,Main,Book,fulfilled,9.9,2024-10-23 21:36:00
H0001571,2025-11-04,I005367,P002080,Main,Book,fulfilled,8.5,2025-11-12 12:00:00
H0001572,2025-11-26,I002537,P001605,Main,Book,fulfilled,5.4,2025-12-01 09:36:00
H0001581,2025-07-01,I004921,P000756,Main,CourseReserve,fulfilled,4.2,2025-07-05 04:48:00
H0001582,2025-01-10,I002846,P001468,Main,Book,expired,2.7,
H0001586,2024-08-22,I003661,P000391,Main,Book,cancelled,5.2,
H0001589,2025-01-20,I001070,P000783,Main,Book,cancelled,6.5,
H0001590,2025-12-27,I000851,P002697,Main,Book,fulfilled,6.9,2026-01-02 21:36:00
H0001591,2024-08-07,I000638,P002256,Main,Book,fulfilled,3.9,2024-08-10 21:36:00
H0001592,2025-03-09,I001533,P002033,Main,Book,fulfilled,7.7,2025-03-16 16:48:00
H0001594,2025-05-07,I004089,P000662,Main,DVD,fulfilled,6.1,2025-05-13 02:24:00
H0001596,2024-02-05,I001401,P001829,Main,Book,fulfilled,6.7,2024-02-11 16:48:00
H0001598,2024-06-05,I002731,P001986,Main,Book,pending,4.2,
H0001600,2024-04-24,I001131,P001774,Main,Book,fulfilled,8.2,2024-05-02 04:48:00
H0001601,2025-04-24,I001231,P001449,Main,Laptop,cancelled,6.9,
H0001604,2025-06-09,I002237,P002171,Main,Laptop,fulfilled,2.3,2025-06-11 07:12:00
H0001609,2025-11-16,I003867,P001769,Main,Book,fulfilled,7.0,2025-11-23 00:00:00
H0001610,2024-12-13,I001635,P002654,Main,CourseReserve,cancelled,2.9,
H0001612,2024-06-09,I004814,P000449,Main,Book,fulfilled,3.4,2024-06-12 09:36:00
H0001613,2025-06-14,I003976,P000206,Main,Laptop,fulfilled,2.1,2025-06-16 02:24:00
H0001615,2024-03-25,I004270,P002227,Main,CourseReserve,fulfilled,5.8,2024-03-30 19:12:00
H0001617,2025-02-04,I000045,P001705,Main,Book,fulfilled,3.4,2025-02-07 09:36:00
H0001620,2024-11-10,I000435,P002528,Main,Book,fulfilled,2.9,2024-11-12 21:36:00
H0001621,2025-11-21,I004083,P001793,Main,Book,fulfilled,5.2,2025-11-26 04:48:00
H0001623,2024-11-23,I000393,P002305,Main,Book,expired,5.6,
H0001626,2025-02-09,I003288,P001862,Main,DVD,fulfilled,6.8,2025-02-15 19:12:00
H0001628,2025-09-10,I002486,P000097,Main,CourseReserve,fulfilled,4.7,2025-09-14 16:48:00
H0001629,2024-12-20,I003004,P000173,Main,Book,pending,6.2,
H0001631,2025-10-25,I003869,P000618,Main,Book,fulfilled,14.7,2025-11-08 16:48:00
H0001632,2024-04-23,I005286,P000008,Main,Book,fulfilled,5.3,2024-04-28 07:12:00
H0001634,2024-01-07,I002742,P002656,Main,Book,fulfilled,4.1,2024-01-11 02:24:00
H0001635,2024-02-07,I002742,P001094,Main,Book,fulfilled,3.0,2024-02-10 00:00:00
H0001636,2025-01-05,I005762,P001781,Main,CourseReserve,fulfilled,10.0,2025-01-15 00:00:00
H0001637,2024-05-30,I001049,P002517,Main,DVD,cancelled,4.7,
H0001638,2025-03-01,I003362,P001563,Main,Book,fulfilled,6.5,2025-03-07 12:00:00
H0001639,2024-09-02,I000720,P001312,Main,Book,fulfilled,4.6,2024-09-06 14:24:00
H0001642,2025-01-03,I002362,P000915,Main,Book,pending,6.0,
H0001645,2024-03-12,I005940,P001214,Main,Book,fulfilled,5.7,2024-03-17 16:48:00
H0001646,2025-09-07,I000019,P001593,Main,Book,fulfilled,4.7,2025-09-11 16:48:00
H0001647,2025-05-13,I003398,P000556,Main,DVD,fulfilled,2.7,2025-05-15 16:48:00
H0001651,2024-02-11,I002291,P002519,Main,Book,pending,4.0,
H0001653,2025-08-05,I005687,P002344,Main,Book,expired,4.0,
H0001654,2024-12-26,I005830,P000318,Main,Book,pending,7.9,
H0001655,2024-04-22,I003961,P001013,Main,Book,cancelled,6.8,
